key_resp.keys,key_resp.rt,sleep_kb.keys,sleep_kb.rt,stress_slide.response,stress_slide.rt,inst_1_1_kb.keys,inst_1_1_kb.rt,inst_1_1_1_kb.keys,inst_1_1_1_kb.rt,inst_1_2_kb.keys,inst_1_2_kb.rt,inst_1_3_kb.keys,inst_1_3_kb.rt,target_kb.keys,targetOnset,target_kb.rt,PRATICA.thisRepN,PRATICA.thisTrialN,PRATICA.thisN,PRATICA.thisIndex,PRATICA.ran,target_col,cue_col,participant,condition,session,date,expName,psychopyVersion,OS,frameRate,inst2_kb.keys,inst2_kb.rt,start_run,TRIAL.thisRepN,TRIAL.thisTrialN,TRIAL.thisN,TRIAL.thisIndex,TRIAL.ran,LW_P,RUN,B
,,,,,,,,,,,,,,space,0.0537,0.4154,0,10,10,10,1,go.png,cue1.png,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,,,,,,,,,
,,,,,,,,,,,,,,space,0.0666,0.6259,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,p,15.603,1,0,0,0,0,1,0.2,1,1
,,,,,,,,,,,,,,space,0.0664,0.4586,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,1,1,1,1,0.2,1,1
,,,,,,,,,,,,,,,0.0663,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,2,2,2,1,0.2,1,1
,,,,,,,,,,,,,,space,0.0666,0.2877,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,3,3,3,1,0.2,1,1
,,,,,,,,,,,,,,space,0.0667,0.4193,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,4,4,4,1,0.2,1,1
,,,,,,,,,,,,,,space,0.0501,0.3526,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,5,5,5,1,0.2,1,1
,,,,,,,,,,,,,,,0.0668,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,6,6,6,1,0.2,1,1
,,,,,,,,,,,,,,space,0.0663,0.2987,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,7,7,7,1,0.2,1,1
,,,,,,,,,,,,,,space,0.0649,0.3545,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,8,8,8,1,0.2,1,1
,,,,,,,,,,,,,,space,0.0661,0.4164,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,9,9,9,1,0.2,1,1
,,,,,,,,,,,,,,space,0.0663,0.4018,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,10,10,10,1,0.2,1,1
,,,,,,,,,,,,,,space,0.0665,0.4944,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,11,11,11,1,0.2,1,1
,,,,,,,,,,,,,,space,0.0545,0.3682,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,12,12,12,1,0.2,1,1
,,,,,,,,,,,,,,,0.066,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,13,13,13,1,0.2,1,1
,,,,,,,,,,,,,,space,0.05,0.2958,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,14,14,14,1,0.2,1,1
,,,,,,,,,,,,,,space,0.0673,0.3733,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,15,15,15,1,0.2,1,1
,,,,,,,,,,,,,,space,0.0655,0.3407,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,16,16,16,1,0.2,1,1
,,,,,,,,,,,,,,,0.0555,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,17,17,17,1,0.2,1,1
,,,,,,,,,,,,,,space,0.0509,0.4461,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,18,18,18,1,0.2,1,1
,,,,,,,,,,,,,,space,0.06,0.3972,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,19,19,19,1,0.2,1,1
,,,,,,,,,,,,,,space,0.0665,0.3564,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,20,20,20,1,0.2,1,1
,,,,,,,,,,,,,,space,0.0665,0.4021,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,21,21,21,1,0.2,1,1
,,,,,,,,,,,,,,,0.0666,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,22,22,22,1,0.2,1,1
,,,,,,,,,,,,,,space,0.05,0.2656,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,23,23,23,1,0.2,1,1
,,,,,,,,,,,,,,space,0.0658,0.3174,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,24,24,24,1,0.2,1,1
,,,,,,,,,,,,,,space,0.0663,0.357,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,25,25,25,1,0.2,1,1
,,,,,,,,,,,,,,space,0.05,0.4508,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,26,26,26,1,0.2,1,1
,,,,,,,,,,,,,,space,0.0591,0.3739,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,27,27,27,1,0.2,1,1
,,,,,,,,,,,,,,space,0.0542,0.3879,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,28,28,28,1,0.2,1,1
,,,,,,,,,,,,,,space,0.0644,0.4456,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,29,29,29,1,0.2,1,1
,,,,,,,,,,,,,,,0.0701,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,30,30,30,1,0.2,1,1
,,,,,,,,,,,,,,space,0.0502,0.293,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,31,31,31,1,0.2,1,1
,,,,,,,,,,,,,,space,0.0665,0.4016,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,32,32,32,1,0.2,1,1
,,,,,,,,,,,,,,space,0.0666,0.375,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,33,33,33,1,0.2,1,1
,,,,,,,,,,,,,,,0.0501,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,34,34,34,1,0.2,1,1
,,,,,,,,,,,,,,space,0.0665,0.2962,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,35,35,35,1,0.2,1,1
,,,,,,,,,,,,,,space,0.0609,0.3854,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,36,36,36,1,0.2,1,1
,,,,,,,,,,,,,,space,0.0662,0.4051,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,37,37,37,1,0.2,1,1
,,,,,,,,,,,,,,space,0.05,0.3947,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,38,38,38,1,0.2,1,1
,,,,,,,,,,,,,,,0.0664,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,39,39,39,1,0.2,1,1
,,,,,,,,,,,,,,space,0.0666,0.2865,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,40,40,40,1,0.8,1,2
,,,,,,,,,,,,,,,0.0653,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,41,41,41,1,0.8,1,2
,,,,,,,,,,,,,,space,0.0664,0.4868,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,42,42,42,1,0.8,1,2
,,,,,,,,,,,,,,,0.0665,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,43,43,43,1,0.8,1,2
,,,,,,,,,,,,,,,0.0665,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,44,44,44,1,0.8,1,2
,,,,,,,,,,,,,,,0.0501,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,45,45,45,1,0.8,1,2
,,,,,,,,,,,,,,space,0.0666,0.4096,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,46,46,46,1,0.8,1,2
,,,,,,,,,,,,,,,0.0667,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,47,47,47,1,0.8,1,2
,,,,,,,,,,,,,,,0.0651,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,48,48,48,1,0.8,1,2
,,,,,,,,,,,,,,,0.0653,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,49,49,49,1,0.8,1,2
,,,,,,,,,,,,,,,0.0657,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,50,50,50,1,0.8,1,2
,,,,,,,,,,,,,,,0.0661,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,51,51,51,1,0.8,1,2
,,,,,,,,,,,,,,,0.0553,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,52,52,52,1,0.8,1,2
,,,,,,,,,,,,,,space,0.0657,0.5421,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,53,53,53,1,0.8,1,2
,,,,,,,,,,,,,,,0.0664,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,54,54,54,1,0.8,1,2
,,,,,,,,,,,,,,,0.0668,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,55,55,55,1,0.8,1,2
,,,,,,,,,,,,,,,0.0664,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,56,56,56,1,0.8,1,2
,,,,,,,,,,,,,,,0.0665,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,57,57,57,1,0.8,1,2
,,,,,,,,,,,,,,,0.0665,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,58,58,58,1,0.8,1,2
,,,,,,,,,,,,,,space,0.0706,0.4767,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,59,59,59,1,0.8,1,2
,,,,,,,,,,,,,,,0.0595,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,60,60,60,1,0.8,1,2
,,,,,,,,,,,,,,,0.0525,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,61,61,61,1,0.8,1,2
,,,,,,,,,,,,,,,0.0555,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,62,62,62,1,0.8,1,2
,,,,,,,,,,,,,,space,0.0636,0.3537,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,63,63,63,1,0.8,1,2
,,,,,,,,,,,,,,space,0.0652,0.5084,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,64,64,64,1,0.8,1,2
,,,,,,,,,,,,,,,0.0666,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,65,65,65,1,0.8,1,2
,,,,,,,,,,,,,,,0.0716,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,66,66,66,1,0.8,1,2
,,,,,,,,,,,,,,,0.0537,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,67,67,67,1,0.8,1,2
,,,,,,,,,,,,,,,0.0618,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,68,68,68,1,0.8,1,2
,,,,,,,,,,,,,,,0.0665,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,69,69,69,1,0.8,1,2
,,,,,,,,,,,,,,space,0.0667,0.4122,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,70,70,70,1,0.8,1,2
,,,,,,,,,,,,,,,0.0665,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,71,71,71,1,0.8,1,2
,,,,,,,,,,,,,,,0.0502,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,72,72,72,1,0.8,1,2
,,,,,,,,,,,,,,space,0.0666,0.4701,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,73,73,73,1,0.8,1,2
,,,,,,,,,,,,,,,0.0669,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,74,74,74,1,0.8,1,2
,,,,,,,,,,,,,,,0.0666,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,75,75,75,1,0.8,1,2
,,,,,,,,,,,,,,,0.05,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,76,76,76,1,0.8,1,2
,,,,,,,,,,,,,,space,0.0796,0.3916,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,77,77,77,1,0.8,1,2
,,,,,,,,,,,,,,,0.0596,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,78,78,78,1,0.8,1,2
,,,,,,,,,,,,,,,0.0638,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,79,79,79,1,0.8,1,2
,,,,,,,,,,,,,,space,0.066,0.3756,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,80,80,80,1,0.5,1,3
,,,,,,,,,,,,,,space,0.0666,0.4691,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,81,81,81,1,0.5,1,3
,,,,,,,,,,,,,,,0.0664,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,82,82,82,1,0.5,1,3
,,,,,,,,,,,,,,,0.067,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,83,83,83,1,0.5,1,3
,,,,,,,,,,,,,,space,0.066,0.4358,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,84,84,84,1,0.5,1,3
,,,,,,,,,,,,,,,0.0656,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,85,85,85,1,0.5,1,3
,,,,,,,,,,,,,,,0.0661,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,86,86,86,1,0.5,1,3
,,,,,,,,,,,,,,space,0.0658,0.3794,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,87,87,87,1,0.5,1,3
,,,,,,,,,,,,,,space,0.0665,0.4749,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,88,88,88,1,0.5,1,3
,,,,,,,,,,,,,,,0.0537,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,89,89,89,1,0.5,1,3
,,,,,,,,,,,,,,,0.0559,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,90,90,90,1,0.5,1,3
,,,,,,,,,,,,,,space,0.0675,0.4037,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,91,91,91,1,0.5,1,3
,,,,,,,,,,,,,,space,0.0664,0.4871,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,92,92,92,1,0.5,1,3
,,,,,,,,,,,,,,,0.0664,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,93,93,93,1,0.5,1,3
,,,,,,,,,,,,,,,0.0657,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,94,94,94,1,0.5,1,3
,,,,,,,,,,,,,,,0.0735,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,95,95,95,1,0.5,1,3
,,,,,,,,,,,,,,space,0.0567,0.4545,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,96,96,96,1,0.5,1,3
,,,,,,,,,,,,,,space,0.0637,0.4741,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,97,97,97,1,0.5,1,3
,,,,,,,,,,,,,,,0.0666,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,98,98,98,1,0.5,1,3
,,,,,,,,,,,,,,space,0.0634,0.3931,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,99,99,99,1,0.5,1,3
,,,,,,,,,,,,,,space,0.05,0.4888,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,100,100,100,1,0.5,1,3
,,,,,,,,,,,,,,space,0.0667,0.4487,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,101,101,101,1,0.5,1,3
,,,,,,,,,,,,,,,0.0668,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,102,102,102,1,0.5,1,3
,,,,,,,,,,,,,,,0.0664,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,103,103,103,1,0.5,1,3
,,,,,,,,,,,,,,space,0.0515,0.4115,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,104,104,104,1,0.5,1,3
,,,,,,,,,,,,,,,0.0665,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,105,105,105,1,0.5,1,3
,,,,,,,,,,,,,,,0.066,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,106,106,106,1,0.5,1,3
,,,,,,,,,,,,,,space,0.0653,0.4306,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,107,107,107,1,0.5,1,3
,,,,,,,,,,,,,,,0.0672,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,108,108,108,1,0.5,1,3
,,,,,,,,,,,,,,space,0.0664,0.4588,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,109,109,109,1,0.5,1,3
,,,,,,,,,,,,,,,0.0665,,,,,,,go.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,110,110,110,1,0.5,1,3
,,,,,,,,,,,,,,space,0.0664,0.4276,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,111,111,111,1,0.5,1,3
,,,,,,,,,,,,,,space,0.0666,0.4527,,,,,,nogo.png,,GNG102,sd,1,2023-12-08_10h47.56.202,Cued_GNG,2022.2.5,Win32,68.55889209,,,1,0,112,112,112,1,0.8,2,4
